id,laptop_ID,Company,Product,TypeName,Inches,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price_euros,Total Resolution
611,1028,914.0,Probook 430,Notebook,13.3,Intel Core i3 7100U 2.4GHz,4.0,500GB HDD,Intel HD Graphics 620,Windows 10,1.49,800.0,1049088.0
613,810,963.0,Pro P2540UA-XS51,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,2.37,1099.0,2073600.0
614,1196,1684.0,GS60 Ghost,Gaming,15.6,Intel Core i7 6700HQ 2.6GHz,16.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 970M,Windows 10,1.91,2153.37,2073600.0
615,1103,914.0,Chromebook 13,Notebook,13.3,Intel Pentium Dual Core 4405Y 1.5GHz,4.0,32GB Flash Storage,Intel HD Graphics 515,Chrome OS,1.29,615.0,5760000.0
616,700,914.0,ZBook 17,Workstation,17.3,Intel Core i7 7700HQ 2.8GHz,8.0,500GB HDD,Nvidia Quadro M1200,Windows 10,3.14,1907.99,2073600.0
619,121,963.0,X705UV-BX074T (i3-6006U/4GB/1TB/GeForce,Notebook,17.3,Intel Core i3 6006U 2GHz,4.0,1TB HDD,Nvidia GeForce 920MX,Windows 10,2.0,564.0,2073600.0
622,270,949.0,Inspiron 5579,2 in 1 Convertible,15.6,Intel Core i5 8250U 1.6GHz,8.0,256GB SSD,Intel UHD Graphics 620,Windows 10,2.67,799.0,2073600.0
623,816,914.0,15-ba043na (A12-9700P/8GB/2TB/W10),Notebook,15.6,AMD A12-Series 9700P 2.5GHz,8.0,2TB HDD,AMD Radeon R7 Graphics,Windows 10,2.04,629.0,1049088.0
624,616,559.0,Swift SF114-31-P5HY,Notebook,14.0,Intel Pentium Quad Core N3710 1.6GHz,4.0,128GB Flash Storage,Intel HD Graphics 405,Windows 10,1.6,349.0,1049088.0
625,25,914.0,15-BS101nv (i7-8550U/8GB/256GB/FHD/W10),Ultrabook,15.6,Intel Core i7 8550U 1.8GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.91,659.0,2073600.0
626,672,1684.0,GP72VR Leopard,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.7,1486.77,2073600.0
627,878,899.0,ThinkPad Yoga,2 in 1 Convertible,13.3,Intel Core i7 7500U 2.7GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.37,1950.0,2073600.0
628,765,914.0,15-cb003na (i5-7300HQ/8GB/1TB,Notebook,15.6,Intel Core i5 7300HQ 2.5GHz,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.2,1099.0,2073600.0
629,288,899.0,Ideapad 320-15IKBN,Notebook,15.6,Intel Core i5 7200U 2.5GHz,6.0,256GB SSD,Intel HD Graphics 620,Windows 10,2.2,579.0,2073600.0
631,794,1684.0,GS43VR 7RE,Gaming,14.0,Intel Core i7 7700HQ 2.8GHz,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,1.6,1891.0,2073600.0
633,721,963.0,VivoBook E403NA,Notebook,14.0,Intel Celeron Dual Core N3350 1.1GHz,4.0,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.5,298.0,2073600.0
634,501,963.0,Rog G752VL-UH71T,Gaming,17.3,Intel Core i7 6700HQ 2.6GHz,24.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 965M,Windows 10,4.33,1269.0,2073600.0
636,1192,899.0,IdeaPad 510-15IKB,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8.0,1TB HDD,Nvidia GeForce 940MX,No OS,2.2,709.0,2073600.0
637,73,949.0,Inspiron 5370,Ultrabook,13.3,Intel Core i7 8550U 1.8GHz,8.0,256GB SSD,AMD Radeon 530,Windows 10,1.4,955.0,2073600.0
638,123,559.0,Spin 3,Notebook,15.6,Intel Core i3 7100U 2.4GHz,6.0,1TB HDD,Intel HD Graphics 620,Windows 10,2.1,479.0,2073600.0
639,412,963.0,Zenbook 3,Ultrabook,14.0,Intel Core i7 7500U 2.7GHz,8.0,512GB SSD,Intel HD Graphics 620,Windows 10,1.1,1873.0,2073600.0
640,935,914.0,EliteBook 850,Ultrabook,15.6,Intel Core i7 6500U 2.5GHz,8.0,256GB SSD,AMD Radeon R7 M365X,Windows 10,1.84,1296.99,2073600.0
642,296,963.0,FX753VD-GC071T (i7-7700HQ/8GB/1TB/GeForce,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,8.0,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,3.0,1187.0,2073600.0
643,390,963.0,Zenbook Flip,Ultrabook,13.3,Intel Core i7 7500U 2.7GHz,16.0,512GB SSD,Intel HD Graphics 620,Windows 10,1.1,1748.9,2073600.0
645,39,914.0,250 G6,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4.0,1TB HDD,Intel HD Graphics 620,Windows 10,1.86,488.69,1049088.0
646,415,899.0,IdeaPad 320-15ISK,Notebook,15.6,Intel Core i3 6006U 2GHz,4.0,500GB HDD,Intel HD Graphics 520,Windows 10,2.2,409.0,2073600.0
647,490,246.945,"Lapbook 15,6",Notebook,15.6,Intel Atom x5-Z8350 1.44GHz,4.0,64GB Flash Storage,Intel HD Graphics,Windows 10,1.89,248.9,2073600.0
648,882,899.0,IdeaPad 110-15ISK,Notebook,15.6,Intel Core i3 6006U 2GHz,4.0,1TB HDD,AMD Radeon R5 M430,No OS,2.2,479.0,2073600.0
650,677,559.0,Aspire 3,Notebook,15.6,Intel Core i3 6006U 2GHz,4.0,128GB SSD,Intel HD Graphics 520,Linux,2.1,412.0,1049088.0
652,143,559.0,Aspire 5,Notebook,17.3,Intel Core i3 7130U 2.7GHz,4.0,1TB HDD,Nvidia GeForce MX130,Windows 10,3.0,655.0,2073600.0
654,1092,1684.0,GT72VR Dominator,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,3.78,2499.0,2073600.0
656,877,1195.0,Portégé Z30-C-188,Ultrabook,13.3,Intel Core i5 6200U 2.3GHz,8.0,256GB SSD,Intel HD Graphics 520,Windows 10,1.2,1095.0,1049088.0
657,588,949.0,Latitude 5580,Notebook,15.6,Intel Core i5 7300U 2.6GHz,8.0,500GB HDD,Intel HD Graphics 620,Windows 10,1.9,1008.52,1049088.0
658,542,949.0,Latitude 5580,Notebook,15.6,Intel Core i7 7600U 2.8GHz,8.0,256GB SSD,Nvidia GeForce 930MX,Windows 10,1.93,1369.0,2073600.0
661,525,914.0,Probook 450,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Nvidia GeForce 930MX,Windows 10,2.04,889.0,2073600.0
662,263,1684.0,GT73EVR 7RE,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16.0,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.14,2499.0,2073600.0
664,295,559.0,Chromebook C910-C2ST,Notebook,15.6,Intel Celeron Dual Core 3205U 1.5GHz,2.0,16GB SSD,Intel HD Graphics,Chrome OS,2.19,199.0,1049088.0
665,139,899.0,V110-15IAP (N3350/4GB/1TB/No,Notebook,15.6,Intel Celeron Dual Core N3350 1.1GHz,4.0,1TB HDD,Intel HD Graphics 500,No OS,1.9,252.36,1049088.0
667,742,899.0,ThinkPad 13,Notebook,13.3,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.44,960.0,2073600.0
669,807,899.0,Yoga 910-13IKB,2 in 1 Convertible,13.9,Intel Core i7 7500U 2.7GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.38,1349.0,2073600.0
670,1024,949.0,Inspiron 7567,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,8.0,1.0TB Hybrid,Nvidia GeForce GTX 1050,Windows 10,2.65,949.0,2073600.0
671,388,963.0,ROG Strix,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.3,1655.0,2073600.0
672,325,914.0,Elitebook 840,Notebook,14.0,Intel Core i7 7500U 2.7GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.48,1292.0,2073600.0
676,252,963.0,Rog G701VIK-BA060T,Gaming,17.3,Intel Core i7 7820HK 2.9GHz,16.0,256GB SSD,Nvidia GeForce GTX 1080,Windows 10,3.6,2999.0,2073600.0
677,138,914.0,Probook 440,Notebook,14.0,Intel Core i7 8550U 1.8GHz,8.0,256GB SSD,Intel UHD Graphics 620,Windows 10,1.63,988.0,2073600.0
678,262,914.0,Envy 17-U275cl,Notebook,17.3,Intel Core i7 8550U 1.8GHz,16.0,1TB HDD,Nvidia GeForce MX150,Windows 10,2.9,1059.0,2073600.0
680,230,559.0,Aspire E5-576G,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8.0,256GB SSD,Nvidia GeForce 940MX,Windows 10,2.2,832.0,2073600.0
681,1170,899.0,B51-80 (i5-6200U/8GB/1TB/Radeon,Notebook,15.6,Intel Core i5 6200U 2.3GHz,8.0,1TB HDD,AMD Radeon R5 M330,No OS,2.32,599.0,2073600.0
682,116,914.0,Probook 440,Notebook,14.0,Intel Core i5 8250U 1.6GHz,4.0,500GB HDD,Intel UHD Graphics 620,Windows 10,1.63,722.0,1049088.0
683,941,914.0,Probook 650,Notebook,15.6,Intel Core i5 6200U 2.3GHz,8.0,256GB SSD,Intel HD Graphics 520,Windows 10,2.31,1165.0,2073600.0
686,1218,949.0,Inspiron 5567,Notebook,15.6,Intel Core i3 6006U 2.0GHz,4.0,128GB SSD,AMD Radeon R7 M440,Windows 10,2.3,499.0,1049088.0
687,155,899.0,V110-15IKB (i5-7200U/4GB/128GB/W10),Notebook,15.6,Intel Core i5 7200U 2.5GHz,4.0,128GB SSD,Intel HD Graphics 620,Windows 10,1.9,498.0,1049088.0
690,187,1195.0,Satellite Pro,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8.0,128GB SSD,Intel HD Graphics 620,Windows 10,2.0,793.0,1049088.0
691,1022,914.0,ProBook 440,Notebook,14.0,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Nvidia GeForce 930MX,Windows 10,1.64,1049.26,2073600.0
692,13,1339.69,MacBook Pro,Ultrabook,15.4,Intel Core i7 2.8GHz,16.0,256GB SSD,AMD Radeon Pro 555,macOS,1.83,2439.97,5184000.0
693,182,899.0,V310-15IKB (i5-7200U/8GB/1TB,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8.0,128GB SSD +  1TB HDD,AMD R17M-M1-70,Windows 10,1.9,813.0,2073600.0
694,754,1624.0,Notebook 9,Ultrabook,13.3,Intel Core i7 7500U 2.7GHz,16.0,256GB SSD,Intel HD Graphics 620,Windows 10,0.81,1649.0,2073600.0
696,147,914.0,255 G6,Notebook,15.6,AMD A6-Series 9220 2.5GHz,4.0,256GB SSD,AMD Radeon R4 Graphics,Windows 10,1.86,369.0,1049088.0
697,449,899.0,ThinkPad X270,Ultrabook,12.5,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.36,1429.0,2073600.0
698,1182,914.0,250 G4,Notebook,15.6,Intel Core i5 6200U 2.3GHz,4.0,500GB HDD,Intel HD Graphics 520,No OS,2.1,476.99,1049088.0
699,510,899.0,IdeaPad 320-14IAP,Notebook,14.0,Intel Celeron Dual Core N3350 1.1GHz,4.0,500GB HDD,Intel HD Graphics 500,Windows 10,2.1,299.0,1049088.0
700,1140,899.0,ThinkPad Yoga,2 in 1 Convertible,14.0,Intel Core i7 6500U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 520,Windows 10,1.8,1669.0,2073600.0
701,750,1195.0,Tecra X40-D-10G,Notebook,14.0,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.25,1535.0,2073600.0
703,158,914.0,15-BS103nv (i5-8250U/6GB/256GB/Radeon,Notebook,15.6,Intel Core i5 8250U 1.6GHz,6.0,256GB SSD,AMD Radeon 520,Windows 10,1.91,619.0,2073600.0
704,1310,949.0,Inspiron 3552,Notebook,15.6,Intel Celeron Dual Core N3050 1.6GHz,2.0,500GB HDD,Intel HD Graphics,Windows 10,2.2,379.0,1049088.0
707,910,949.0,Vostro 3568,Notebook,15.6,Intel Core i3 6006U 2.0GHz,4.0,1TB HDD,AMD Radeon R5 M420X,Windows 10,2.18,614.0,1049088.0
709,1227,963.0,Rog Strix,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,2.2,2449.0,2073600.0
710,975,899.0,ThinkPad X270,Ultrabook,12.5,Intel Core i5 7300U 2.6GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.36,1760.0,2073600.0
711,119,914.0,Probook 440,Notebook,14.0,Intel Core i7 8550U 1.8GHz,8.0,512GB SSD,Intel UHD Graphics 620,Windows 10,1.63,1084.0,2073600.0
712,129,914.0,Probook 440,Notebook,14.0,Intel Core i5 8250U 1.6GHz,8.0,1TB HDD,Intel UHD Graphics 620,Windows 10,1.63,812.0,2073600.0
713,404,899.0,ThinkPad L470,Notebook,14.0,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.9,938.0,2073600.0
715,1147,963.0,L403NA-GA013TS (N3350/4GB/32GB/W10),Notebook,14.0,Intel Celeron Dual Core N3350 1.1GHz,4.0,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.5,278.0,1049088.0
716,1018,1195.0,Portege Z30-C-16H,Notebook,13.3,Intel Core i5 6200U 2.3GHz,4.0,128GB SSD,Intel HD Graphics 520,Windows 10,1.2,1195.0,2073600.0
717,292,963.0,VivoBook S15,Ultrabook,15.6,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Nvidia GeForce 940MX,Windows 10,1.7,977.0,2073600.0
718,332,559.0,Aspire E5-575,Notebook,15.6,Intel Core i5 7200U 2.5GHz,6.0,1TB HDD,Intel HD Graphics 620,Windows 10,2.23,549.0,1049088.0
720,1031,899.0,ThinkPad P70,Notebook,17.3,Intel Core i7 6820HQ 2.7GHz,16.0,512GB SSD,Nvidia Quadro 3000M,Windows 7,2.4,2968.0,8294400.0
721,1240,914.0,15-bw009nv (A12-9720P/6GB/1TB/Radeon,Notebook,15.6,AMD A12-Series 9720P 2.7GHz,6.0,1TB HDD,AMD Radeon 530,Windows 10,2.1,529.0,2073600.0
722,1181,899.0,IdeaPad 310-15ISK,Notebook,15.6,Intel Core i3 6006U 2.0GHz,8.0,1TB HDD,Intel HD Graphics 520,Windows 10,2.2,459.0,1049088.0
723,886,949.0,Latitude 7280,Ultrabook,12.5,Intel Core i7 7600U 2.8GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.6,1690.0,2073600.0
728,15,1339.69,"MacBook 12""",Ultrabook,12.0,Intel Core M m3 1.2GHz,8.0,256GB SSD,Intel HD Graphics 615,macOS,0.92,1262.4,3317760.0
729,363,949.0,Inspiron 7577,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,8.0,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.65,999.0,2073600.0
730,1222,963.0,FX502VM-DM105T (i7-6700HQ/8GB/1TB/GeForce,Gaming,15.6,Intel Core i7 6700HQ 2.6GHz,8.0,1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.2,1169.0,2073600.0
731,190,949.0,XPS 15,Notebook,15.6,Intel Core i7 7700HQ 2.8GHz,16.0,512GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.06,2397.0,8294400.0
732,992,914.0,15-bs053od (i7-7500U/6GB/1TB/W10),Notebook,15.6,Intel Core i7 7500U 2.7GHz,6.0,1TB HDD,Intel HD Graphics 620,Windows 10,2.04,579.0,1049088.0
734,644,949.0,XPS 13,Ultrabook,13.3,Intel Core i5 8250U 1.6GHz,8.0,256GB SSD,Intel UHD Graphics 620,Windows 10,1.23,1869.0,5760000.0
735,458,949.0,Precision 3520,Workstation,15.6,Intel Core i7 6820HQ 2.7GHz,16.0,256GB SSD,Nvidia Quadro M620,Windows 10,2.17,1975.0,2073600.0
738,1300,914.0,Stream 11-Y000na,Netbook,11.6,Intel Celeron Dual Core N3060 1.6GHz,2.0,32GB Flash Storage,Intel HD Graphics 400,Windows 10,1.17,209.0,1049088.0
739,909,914.0,ProBook 450,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8.0,1TB HDD,Nvidia GeForce 930MX,Windows 10,2.04,900.0,2073600.0
740,1067,914.0,ProBook 450,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4.0,256GB SSD,Intel HD Graphics 620,Windows 10,2.04,979.0,1049088.0
741,1244,949.0,XPS 13,Ultrabook,13.3,Intel Core i7 7500U 2.7GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.29,1477.0,5760000.0
742,1034,949.0,Inspiron 5568,2 in 1 Convertible,15.6,Intel Core i3 6100U 2.3GHz,4.0,1TB HDD,Intel HD Graphics 520,Windows 10,2.08,795.99,2073600.0
743,541,963.0,ROG Strix,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.3,1649.0,2073600.0
745,1190,963.0,X553SA-XX021T (N3050/4GB/500GB/W10),Notebook,15.6,Intel Celeron Dual Core N3050 1.6GHz,4.0,500GB HDD,Intel HD Graphics,Windows 10,2.2,369.0,1049088.0
747,1256,1684.0,GL62 6QF,Gaming,15.6,Intel Core i7 6700HQ 2.6GHz,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows 10,2.3,1169.0,2073600.0
748,647,949.0,XPS 15,Notebook,15.6,Intel Core i7 7700HQ 2.8GHz,16.0,1TB SSD,Nvidia GeForce GTX 1050,Windows 10,2.06,2399.0,8294400.0
749,499,963.0,VivoBook Pro,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,1.99,1350.0,2073600.0
750,954,914.0,Omen 17-W006na,Gaming,17.3,Intel Core i5 6300HQ 2.3GHz,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 965M,Windows 10,2.75,1399.0,2073600.0
752,10,559.0,Swift 3,Ultrabook,14.0,Intel Core i5 8250U 1.6GHz,8.0,256GB SSD,Intel UHD Graphics 620,Windows 10,1.6,770.0,2073600.0
753,716,899.0,Thinkpad T460p,Notebook,14.0,Intel Core i5 6300HQ 2.3GHz,8.0,256GB SSD,Intel HD Graphics 520,Windows 10,1.8,1191.0,2073600.0
754,207,899.0,Legion Y720-15IKB,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16.0,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,3.2,1749.0,2073600.0
755,174,1349.0,MateBook X,Ultrabook,13.0,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.05,1349.0,3110400.0
757,497,899.0,Thinkpad E570,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Nvidia GeForce 940MX,Windows 10,2.3,1011.99,2073600.0
759,948,1195.0,Tecra Z40-C-12X,Notebook,14.0,Intel Core i5 6200U 2.3GHz,4.0,128GB SSD,Intel HD Graphics 520,Windows 10,1.47,1105.0,2073600.0
760,299,899.0,V330-15IKB (i5-8250U/8GB/256GB/FHD/W10),Notebook,15.6,Intel Core i5 8250U 1.6GHz,8.0,256GB SSD,Intel UHD Graphics 620,Windows 10,2.05,739.0,2073600.0
762,212,949.0,XPS 13,Ultrabook,13.3,Intel Core i7 8550U 1.8GHz,8.0,256GB SSD,Intel UHD Graphics 620,Windows 10,1.2,1449.0,2073600.0
763,417,899.0,ThinkPad P51,Workstation,15.6,Intel Core i7 7700HQ 2.8GHz,8.0,512GB SSD,Nvidia Quadro M1200,Windows 10,2.67,1925.0,2073600.0
766,733,899.0,V310-15IKB (i5-7200U/4GB/1TB/No,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4.0,1TB HDD,Intel HD Graphics 620,No OS,1.9,489.9,1049088.0
767,977,1195.0,Portege X20W-D-10V,Ultrabook,12.5,Intel Core i7 7500U 2.7GHz,8.0,512GB SSD,Intel HD Graphics 620,Windows 10,1.1,1790.0,2073600.0
768,392,899.0,Ideapad 510S-13IKB,Notebook,13.3,Intel Core i3 7100U 2.4GHz,4.0,128GB SSD,Intel HD Graphics 620,Windows 10,1.5,549.0,2073600.0
769,1102,899.0,ThinkPad T460,Notebook,14.0,Intel Core i5 6200U 2.3GHz,8.0,180GB SSD,Intel HD Graphics 520,Windows 7,1.7,1199.0,2073600.0
770,87,949.0,Inspiron 7577,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.65,1349.0,2073600.0
772,717,914.0,17-ak002nv (A10-9620P/6GB/2TB/Radeon,Notebook,17.3,AMD A10-Series 9620P 2.5GHz,6.0,2TB HDD,AMD Radeon 530,Windows 10,2.71,655.01,2073600.0
773,1224,914.0,15-bs025nv (i5-7200U/8GB/256GB/W10),Notebook,15.6,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.91,579.0,1049088.0
774,474,949.0,Inspiron 5570,Notebook,15.6,Intel Core i5 8250U 1.6GHz,8.0,2TB HDD,AMD Radeon 530,Windows 10,2.02,759.0,2073600.0
775,898,963.0,Rog GL753VD-GC082T,Gaming,17.3,Intel Core i5 7300HQ 2.5GHz,12.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.2,1369.9,2073600.0
778,1167,899.0,ThinkPad X1,2 in 1 Convertible,14.0,Intel Core i7 6500U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 520,Windows 10,1.27,2339.0,3686400.0
782,1272,949.0,Inspiron 3552,Notebook,15.6,Intel Pentium Quad Core N3700 1.6GHz,4.0,500GB HDD,Intel HD Graphics,Windows 10,2.2,443.99,1049088.0
784,1120,949.0,Latitude E5270,Ultrabook,12.5,Intel Core i5 6200U 2.3GHz,8.0,256GB SSD,Intel HD Graphics 520,Windows 7,1.5,1413.1,1049088.0
785,371,914.0,15-AY023na (N3710/8GB/2TB/W10),Notebook,15.6,Intel Pentium Quad Core N3710 1.6GHz,8.0,2TB HDD,Intel HD Graphics 405,Windows 10,2.04,389.0,1049088.0
786,466,914.0,17-BS092ND (i3-6006U/8GB/256GB/W10),Notebook,17.3,Intel Core i3 6006U 2GHz,8.0,256GB SSD,Intel HD Graphics 520,Windows 10,2.5,639.9,1440000.0
787,1107,963.0,Rog GL702VM-GC354T,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,8.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.7,1599.0,2073600.0
788,127,559.0,Aspire 3,Notebook,15.6,AMD A9-Series 9420 3GHz,4.0,256GB SSD,AMD Radeon R5,Windows 10,2.1,451.0,1049088.0
789,1037,914.0,ProBook 440,Notebook,14.0,Intel Core i7 7500U 2.7GHz,8.0,256GB SSD,Nvidia GeForce 930MX,Windows 10,1.64,1185.43,2073600.0
790,360,1195.0,Tecra A50-C-21G,Notebook,15.6,Intel Core i7 6500U 2.5GHz,16.0,512GB SSD,Nvidia GeForce 930M,Windows 10,2.4,1403.0,2073600.0
791,1106,914.0,250 G6,Notebook,15.6,Intel Core i3 6006U 2GHz,4.0,1TB HDD,Intel HD Graphics 520,No OS,1.86,345.99,1049088.0
792,76,559.0,Aspire E5-475,Notebook,14.0,Intel Core i3 6006U 2GHz,8.0,1TB HDD,Intel HD Graphics 520,Windows 10,2.1,389.0,1049088.0
793,576,899.0,ThinkPad L470,Notebook,14.0,Intel Core i5 7200U 2.5GHz,4.0,500GB HDD,Intel HD Graphics 620,Windows 10,2.02,990.0,1049088.0
794,633,265.0,SmartBook 140,Notebook,14.0,Intel Atom x5-Z8350 1.44GHz,2.0,32GB Flash Storage,Intel HD Graphics,Windows 10,1.4,239.0,2073600.0
795,130,963.0,E402WA-GA007T (E2-6110/4GB/64GB/W10,Notebook,14.0,AMD E-Series 6110 1.5GHz,4.0,64GB SSD,AMD Radeon R2,Windows 10 S,1.65,277.99,1049088.0
796,692,899.0,Yoga 730,2 in 1 Convertible,13.3,Intel Core i7 8550U 1.8GHz,8.0,512GB SSD,Intel UHD Graphics 620,Windows 10,1.19,1499.0,2073600.0
798,86,559.0,Aspire 3,Notebook,15.6,AMD A9-Series 9420 3GHz,4.0,1TB HDD,AMD Radeon R5,Windows 10,2.1,395.0,1049088.0
799,242,963.0,X555QG-DM242T (A10-9620P/4GB/1TB,Notebook,15.6,AMD A10-Series A10-9620P 2.5GHz,4.0,128GB SSD +  1TB HDD,AMD Radeon R5 M430,Windows 10,2.2,575.0,2073600.0
801,1064,899.0,ThinkPad X1,Notebook,14.0,Intel Core i7 6600U 2.6GHz,16.0,256GB SSD,Intel HD Graphics 520,Windows 7,1.1,2620.0,3686400.0
803,17,949.0,Inspiron 3567,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8.0,256GB SSD,AMD Radeon R5 M430,Windows 10,2.2,745.0,2073600.0
804,1100,914.0,EliteBook 840,Notebook,14.0,Intel Core i5 6200U 2.3GHz,4.0,500GB HDD,Intel HD Graphics 520,Windows 7,1.54,1030.99,2073600.0
808,706,1195.0,Portege Z30T-C-133,Ultrabook,13.3,Intel Core i7 6500U 2.5GHz,16.0,512GB SSD,Intel HD Graphics 520,Windows 10,1.36,1877.0,2073600.0
809,56,949.0,Inspiron 3576,Notebook,15.6,Intel Core i7 8550U 1.8GHz,8.0,256GB SSD,AMD Radeon 520,Windows 10,2.13,767.8,2073600.0
812,444,1879.0,Pixelbook (Core,Ultrabook,12.3,Intel Core i7 7Y75 1.3GHz,16.0,512GB SSD,Intel HD Graphics 615,Chrome OS,1.1,2199.0,3840000.0
813,731,949.0,Alienware 17,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,32.0,1TB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.36,3659.4,8294400.0
814,1007,899.0,ThinkPad T560,Notebook,15.6,Intel Core i5 6200U 2.3GHz,8.0,256GB SSD,Intel HD Graphics 520,Windows 10,2.3,1349.0,2073600.0
815,1294,949.0,Inspiron 3567,Notebook,15.6,Intel Core i3 7100U 2.4GHz,6.0,1TB HDD,Intel HD Graphics 620,Windows 10,2.3,459.0,1049088.0
818,1043,914.0,Probook 470,Notebook,17.3,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Nvidia GeForce 930MX,Windows 10,2.63,1080.0,2073600.0
821,557,899.0,IdeaPad 320-15ISK,Notebook,15.6,Intel Core i3 6006U 2GHz,4.0,128GB SSD,Intel HD Graphics 520,Windows 10,2.2,499.0,2073600.0
823,345,949.0,Inspiron 7570,Notebook,15.6,Intel Core i5 8250U 1.6GHz,8.0,256GB SSD,Nvidia GeForce 940MX,Windows 10,2.0,1142.75,2073600.0
824,462,949.0,Inspiron 3168,2 in 1 Convertible,11.6,Intel Pentium Quad Core N3710 1.6GHz,4.0,500GB HDD,Intel HD Graphics 405,Windows 10,1.47,479.0,1049088.0
825,873,1195.0,Portege X30-D-10X,Notebook,13.3,Intel Core i5 7200U 2.5GHz,4.0,128GB SSD,Intel HD Graphics 620,Windows 10,1.05,1285.0,2073600.0
